number,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,original_c,original_i,original_o,stander_c,stander_i,stander_o,total
40232,3,1,1,4,3,5,3,1,1,4,3,4,4,4,2,4,1,5,2,5,1,1,2,2,2,2,1,4,2,21,7,4,9,3,2,32
40236,2,1,1,4,3,5,3,1,1,5,3,3,5,1,2,5,5,5,1,3,3,1,2,1,3,1,5,6,1,16,9,10,6,2,5,35
40237,3,1,2,4,3,1,2,4,1,5,3,5,5,3,5,4,1,1,2,3,3,1,1,1,1,2,3,1,1,18,12,10,7,6,5,40
40238,3,1,2,4,3,5,3,1,1,5,3,5,5,3,5,4,3,1,2,3,3,1,1,1,1,2,3,1,1,18,10,10,7,5,5,38
40241,3,1,1,2,1,2,3,1,1,5,5,4,5,3,2,5,5,3,2,5,1,1,2,1,1,2,3,3,1,14,13,15,6,6,8,42
40244,2,5,4,3,3,3,3,2,1,2,5,4,4,2,2,3,2,2,2,3,3,2,2,2,2,2,1,1,2,19,11,9,8,5,5,39
40254,2,1,2,4,3,5,3,1,1,5,3,5,5,1,3,4,1,1,2,3,3,2,4,2,1,2,1,3,3,12,11,15,5,5,8,38
40257,3,1,3,4,3,1,2,4,2,1,4,3,4,2,3,4,1,1,1,3,3,1,1,2,4,2,5,5,1,15,14,8,6,7,4,37
40259,2,1,5,2,1,1,3,2,3,5,1,3,4,3,2,4,3,3,2,3,3,3,2,4,1,3,1,1,1,14,10,11,6,5,6,35
40261,3,1,4,2,1,1,2,5,1,1,4,3,3,3,3,4,1,3,1,2,1,1,2,2,2,1,1,1,2,14,11,11,6,5,6,36
40265,2,1,5,2,3,3,3,2,1,5,5,5,5,3,1,4,2,5,2,5,1,1,3,3,2,5,2,1,2,14,10,15,6,5,8,39
40266,2,2,5,3,3,3,4,2,1,5,4,4,4,4,2,3,3,3,2,3,1,2,2,3,3,2,2,2,2,12,3,6,5,1,3,21
40267,3,2,4,1,2,1,3,4,1,5,3,2,3,4,3,3,2,5,5,2,3,1,2,2,3,2,5,3,1,15,11,13,6,5,7,39
40268,3,2,2,2,1,1,3,4,1,4,4,2,3,3,2,4,1,3,2,3,3,2,2,2,3,2,1,3,2,18,9,8,7,2,4,35
40270,2,2,2,3,3,3,4,1,1,5,4,2,2,3,2,4,1,3,2,3,3,3,1,2,1,3,5,1,1,15,11,4,6,5,2,30
40272,2,2,3,4,3,5,3,3,1,4,5,4,4,3,1,2,5,5,2,2,3,1,2,2,2,2,2,2,2,16,7,6,6,3,3,29
40273,2,1,4,5,3,5,2,3,1,5,3,5,5,4,2,4,3,1,2,3,1,3,2,2,3,3,4,1,2,20,7,11,8,3,6,38
40275,2,1,3,5,3,5,3,2,1,5,1,1,4,3,2,4,1,2,2,3,3,1,2,4,3,3,2,1,2,19,5,7,8,1,4,31
40277,2,2,2,4,3,2,3,2,2,5,3,2,3,3,2,4,1,2,2,2,3,2,2,2,3,3,1,1,2,17,8,9,7,3,5,34
40278,3,2,3,5,3,5,3,3,2,5,2,2,2,3,2,5,5,5,2,3,3,1,1,2,2,3,2,1,2,13,10,13,5,5,7,36
40279,3,2,5,4,3,5,2,3,3,3,5,5,4,2,3,2,4,2,2,3,3,2,2,2,3,2,1,1,2,14,10,11,6,5,6,35
40280,2,2,4,4,3,5,2,1,1,5,3,4,4,4,2,4,3,5,1,5,1,1,3,2,4,5,3,1,1,12,6,11,5,2,6,29
40281,3,2,3,4,3,5,3,3,1,5,1,2,4,3,2,2,2,3,2,3,3,2,2,2,3,2,1,1,2,14,7,12,6,3,6,33
40282,3,2,4,2,1,1,3,3,1,2,4,2,3,3,1,4,2,1,1,2,3,2,2,3,2,2,5,1,2,16,10,8,6,5,4,34
40283,2,4,1,3,3,4,3,1,1,5,3,5,5,3,3,4,2,3,2,3,1,1,2,3,3,1,2,1,2,17,3,10,7,1,5,30
40284,2,4,3,5,4,5,2,1,1,5,4,5,4,3,3,4,1,4,2,5,2,2,3,3,2,2,1,4,1,17,7,8,7,3,4,32
40285,2,4,2,3,3,2,3,3,2,5,3,5,5,4,4,5,5,2,5,5,3,2,2,3,2,4,3,3,2,15,12,13,6,6,7,40
40286,2,4,2,2,2,2,3,1,1,5,3,5,5,4,3,4,5,2,2,2,1,5,1,1,1,1,1,3,1,11,10,11,4,5,6,32
40287,2,4,2,4,3,5,4,1,1,2,1,1,2,3,1,4,1,2,2,3,3,1,2,3,3,2,2,1,1,13,6,11,5,2,6,30
40288,3,4,2,4,3,1,4,1,1,5,4,5,5,3,3,4,5,2,2,5,1,1,1,1,3,2,1,3,3,17,10,9,7,5,5,36
40290,3,4,3,4,3,1,3,3,1,5,4,5,5,1,4,3,2,3,2,2,3,3,1,1,4,3,1,1,2,12,10,7,5,5,4,29
40291,3,4,2,4,3,1,2,3,4,5,1,1,1,3,2,4,1,3,2,2,3,3,2,1,1,1,1,1,2,18,8,7,7,3,4,33
40293,3,1,3,3,1,1,3,3,1,5,1,3,2,3,1,4,2,4,1,2,3,1,2,1,3,2,2,3,1,15,16,12,6,8,6,43
40295,2,1,3,4,3,5,3,2,2,5,5,4,4,2,3,4,3,5,2,3,1,1,2,2,2,2,4,2,2,17,6,11,7,2,6,34
40296,3,1,4,4,3,5,3,3,1,2,2,5,5,3,2,3,1,1,2,3,1,2,3,2,3,2,1,1,3,15,2,9,6,1,5,26
40297,2,1,4,5,3,5,2,3,1,5,5,4,4,4,3,1,1,1,2,3,2,1,2,3,4,2,3,1,2,18,12,10,7,6,5,40
40298,2,1,4,2,3,2,3,3,2,5,3,5,4,1,4,5,4,4,3,5,1,2,3,3,3,2,1,1,4,14,11,10,6,5,5,35
40299,3,1,2,2,3,2,3,3,1,5,5,5,4,3,2,1,1,3,2,3,3,1,2,5,3,2,4,1,2,14,8,14,6,3,7,36
40300,3,1,2,2,1,1,2,2,1,5,3,5,5,3,2,4,5,5,2,5,1,2,1,4,2,2,5,3,1,18,5,9,7,1,5,32
40301,2,1,1,3,3,4,2,3,2,2,3,4,4,2,3,4,2,1,2,3,1,2,2,2,3,3,2,1,3,13,11,11,5,5,6,35
40302,3,1,3,2,1,1,3,5,1,5,4,5,5,5,3,4,1,3,2,5,1,5,4,4,1,1,2,3,5,14,8,13,6,3,7,35
40303,2,1,2,2,3,3,3,1,5,5,3,5,5,1,5,5,3,3,4,5,1,5,4,4,5,2,5,3,5,7,15,16,2,8,8,38
40304,2,1,2,4,3,4,3,1,1,5,3,4,5,5,3,3,3,3,2,2,1,1,2,2,3,2,1,1,1,8,13,17,3,6,9,38
40306,3,1,2,3,2,3,2,1,4,5,5,5,4,2,2,3,4,1,2,1,3,4,3,3,2,3,2,2,4,10,10,16,4,5,8,36
40308,3,1,4,2,3,2,2,3,1,5,4,5,4,5,3,3,1,5,1,2,3,2,2,2,1,2,1,6,2,20,6,10,8,2,5,36
40309,2,1,2,3,3,2,2,2,1,5,4,5,4,2,2,2,1,1,5,5,3,1,2,3,3,3,1,1,1,11,10,12,4,5,6,33
40310,2,1,2,4,3,1,2,2,1,5,4,2,4,3,2,4,1,4,2,2,3,2,2,4,3,4,3,3,1,14,2,13,6,1,7,29
40312,3,1,2,4,3,1,3,1,1,5,4,5,5,5,3,3,4,3,2,5,3,4,3,4,1,2,1,1,2,15,12,13,6,6,7,40
40313,2,4,1,2,3,2,3,2,2,5,3,5,5,5,2,4,3,2,2,3,1,3,4,2,3,3,3,1,3,14,16,8,6,8,4,38
40315,2,4,2,4,3,4,3,1,1,5,4,5,4,3,3,3,3,3,2,5,1,4,2,2,4,2,1,4,3,12,5,13,5,1,7,30
40316,2,4,1,3,3,3,3,3,1,5,3,1,5,5,3,4,1,2,2,3,1,2,3,3,2,2,1,1,2,10,16,14,4,8,7,40
40318,2,1,1,4,3,5,2,4,1,5,3,4,5,4,3,4,2,1,2,5,1,1,2,2,2,2,3,1,2,12,9,16,5,2,8,37
40319,3,1,2,4,3,2,1,1,1,5,4,2,2,3,1,2,1,3,2,3,1,1,3,3,3,2,4,1,1,13,10,13,5,5,7,36
40320,3,1,1,4,3,1,1,1,1,5,3,5,4,2,2,4,1,4,2,2,3,2,1,5,1,3,1,3,2,13,10,13,5,5,7,36
40321,3,1,1,4,3,1,1,1,1,5,3,5,5,3,3,4,3,1,5,3,3,3,4,4,4,5,5,3,4,11,10,16,4,5,8,37
40323,2,1,1,3,3,3,2,1,1,5,3,5,5,3,3,4,3,1,2,5,3,5,3,5,4,5,5,3,3,11,10,15,4,5,8,36
40324,2,1,2,2,1,3,3,4,2,5,4,5,5,2,3,3,1,3,2,5,1,2,2,2,2,2,1,1,1,10,11,8,4,5,4,29
40326,3,1,3,2,1,1,2,3,1,1,4,4,2,3,1,3,1,1,2,3,3,3,2,4,3,2,2,2,2,19,13,16,8,6,8,48
40327,2,1,1,3,3,2,2,1,2,5,4,5,4,3,2,4,2,1,1,3,3,2,3,4,3,1,1,3,2,14,12,10,6,6,5,36
40328,3,2,3,4,4,5,2,2,1,3,3,5,5,4,2,4,2,5,2,5,3,3,2,3,3,2,1,3,3,16,6,17,6,2,9,39
40329,2,2,5,4,3,5,3,2,1,3,4,5,2,3,1,2,2,2,1,3,1,4,2,2,3,2,1,1,1,14,13,14,6,6,7,41
40330,3,2,2,4,4,1,2,3,2,4,4,4,5,3,3,3,2,1,2,3,3,1,2,2,3,2,1,1,2,11,11,9,4,5,5,31
40331,2,2,3,4,3,5,3,2,1,5,1,5,4,4,2,4,1,1,2,3,1,1,2,2,2,2,2,1,2,20,9,6,8,2,3,35
40332,2,2,2,4,4,5,3,1,1,5,3,4,5,3,2,3,5,3,2,5,3,2,3,1,1,2,5,3,3,10,8,13,4,3,7,31
40335,2,2,2,2,2,2,3,4,1,3,4,5,5,3,4,4,2,1,2,5,1,2,3,2,1,2,1,1,1,19,12,15,8,6,8,46
40336,2,2,2,2,2,1,4,4,1,5,2,4,4,4,3,2,1,4,2,3,1,1,2,2,2,3,1,1,2,18,6,13,7,2,7,37
40340,3,2,2,3,2,2,2,3,2,5,2,1,2,3,2,3,2,3,2,3,3,3,2,3,3,2,5,3,1,17,9,12,7,2,6,38
40341,3,2,2,2,1,1,4,4,2,5,1,2,2,3,2,3,2,3,2,3,3,3,3,3,2,3,5,3,2,14,10,13,6,5,7,37
40342,2,2,2,3,3,4,2,2,2,5,1,5,5,3,3,4,3,1,2,5,3,2,3,2,3,2,1,1,4,9,12,14,3,6,7,35
40343,2,1,2,4,3,5,3,2,2,5,3,4,4,3,3,3,5,1,3,3,1,2,3,2,3,2,5,1,2,19,9,13,8,2,7,41
40346,2,2,3,4,3,5,3,1,3,5,1,1,5,2,3,4,3,1,2,4,3,1,3,2,2,2,1,1,3,10,10,13,4,5,7,33
40349,2,1,4,4,3,5,3,1,1,5,5,3,4,5,3,5,5,3,2,3,3,1,2,2,4,4,5,3,2,16,5,9,6,1,5,30
40350,2,1,4,2,3,2,4,3,2,5,3,5,5,4,3,4,2,3,2,3,3,2,2,2,2,4,5,1,2,10,13,12,4,6,6,35
40351,2,1,2,4,3,5,3,2,1,1,5,5,5,4,3,4,2,3,2,3,3,1,1,2,3,2,5,6,2,17,9,11,7,2,6,37
40353,3,1,2,2,3,1,3,4,1,5,3,5,5,4,2,4,2,3,2,5,3,2,3,3,1,2,1,1,2,13,11,12,5,5,6,36
40354,2,1,2,4,3,4,3,1,1,5,3,5,2,4,2,4,2,3,2,3,3,1,2,2,1,3,1,5,2,15,13,11,6,6,6,39
40355,2,1,1,5,3,5,2,3,1,5,3,5,4,4,3,4,1,3,2,3,3,1,2,2,3,2,3,1,2,17,6,8,7,2,4,31
40356,3,1,2,3,3,4,3,3,1,5,1,5,5,3,4,4,2,1,2,5,3,3,2,1,2,2,1,1,3,8,15,15,3,8,8,38
40357,2,1,4,4,3,5,2,2,1,5,3,4,2,4,1,4,2,2,2,3,3,2,3,2,2,1,1,1,2,16,6,9,6,2,5,31
40358,3,1,2,4,3,2,2,1,1,5,1,5,4,2,3,4,1,1,2,2,3,1,2,1,2,2,1,1,3,21,6,7,9,2,4,34
40359,3,1,5,4,3,5,2,1,3,5,3,1,5,3,3,4,5,5,2,3,3,1,2,2,3,2,1,1,1,19,14,9,8,7,5,42
40360,3,1,2,4,3,5,3,2,1,2,1,5,2,3,1,4,1,4,2,1,1,1,2,1,3,3,1,1,1,16,6,10,6,2,5,32
40361,3,1,2,4,3,5,2,3,2,5,1,2,1,3,1,1,1,1,1,3,3,1,1,1,2,2,1,1,3,20,6,8,8,2,4,34
40362,2,1,1,4,3,5,2,1,1,5,4,5,5,4,3,4,1,1,2,4,3,2,2,2,3,2,2,1,1,14,5,10,6,1,5,29
40364,3,1,4,2,1,1,3,4,2,2,2,2,4,4,3,3,4,4,2,2,3,1,2,2,2,3,3,3,2,19,13,5,8,6,3,37
40365,2,1,3,4,3,5,2,3,1,5,3,4,2,3,2,3,2,5,5,3,1,1,2,5,3,2,3,1,1,16,10,10,6,5,5,36
40366,3,1,1,4,3,1,2,3,1,2,2,1,1,3,1,5,5,5,1,1,1,1,1,2,3,5,5,6,1,17,9,8,7,2,4,34
40367,3,1,2,5,3,3,2,3,1,1,3,4,2,3,1,4,2,2,1,3,1,1,1,2,1,1,1,1,2,19,6,9,8,2,5,34
40369,3,1,4,4,4,2,2,1,5,2,3,5,4,2,2,4,1,1,2,5,1,1,1,1,2,2,3,1,2,13,10,12,5,5,6,35
40370,3,4,1,2,4,2,2,3,3,4,3,4,4,2,3,1,3,1,2,3,3,1,3,3,3,2,1,4,2,17,8,12,7,3,6,37
40373,3,4,2,2,1,1,2,2,1,5,3,2,5,3,3,4,1,2,2,3,1,1,2,4,3,2,1,3,2,17,11,11,7,5,6,39
40374,2,4,3,4,3,5,3,1,2,5,1,4,4,4,2,4,3,3,2,3,3,5,2,1,2,2,2,3,4,13,10,17,5,5,9,40
40375,2,4,2,4,4,4,3,3,2,5,3,4,4,4,3,4,1,3,2,3,3,3,2,2,2,3,1,1,1,13,9,13,5,2,7,35
40379,2,4,2,4,3,5,2,2,2,5,3,5,5,3,1,2,3,2,2,3,1,2,2,5,1,2,1,1,1,13,13,13,5,6,7,39
40383,2,4,1,3,3,3,3,1,3,5,4,5,5,2,4,4,2,2,2,5,1,3,2,4,3,2,3,3,1,8,11,10,3,5,5,29
40385,2,4,5,4,3,5,3,1,1,5,5,4,4,3,3,4,3,2,2,3,3,1,3,4,4,2,1,1,1,16,7,14,6,3,7,37
40387,2,4,2,3,3,3,3,1,1,5,3,5,5,3,3,4,3,3,2,3,1,4,2,1,1,2,3,1,1,17,6,15,7,2,8,38
40388,3,4,2,4,3,1,2,2,1,5,4,4,4,3,3,2,1,2,1,2,3,3,3,2,3,2,2,1,1,19,8,16,8,3,8,43
40389,2,4,2,3,3,2,2,1,1,5,3,5,4,4,4,1,2,1,2,3,3,3,1,1,2,2,2,4,1,11,13,18,4,6,9,42
40391,3,4,2,4,3,1,2,1,1,5,3,2,5,3,3,3,1,2,2,3,1,1,2,3,3,2,1,3,1,14,11,11,6,5,6,36
40393,3,4,5,4,3,1,2,3,3,5,3,4,5,4,3,4,5,5,2,3,1,5,2,3,3,2,1,1,2,17,10,11,7,5,6,38
40395,3,4,2,4,3,2,2,2,1,5,1,5,4,3,1,4,1,2,4,3,3,3,2,2,1,2,4,2,2,16,7,12,6,3,6,35
40396,3,4,3,4,3,5,3,3,1,5,1,5,4,3,1,4,3,2,4,3,3,1,2,2,5,4,3,1,2,14,8,6,6,3,3,28
40397,2,1,4,2,1,1,3,4,1,5,4,4,4,3,2,4,1,1,5,3,1,1,2,2,2,2,3,4,2,18,8,6,7,3,3,32
40398,3,1,2,4,3,1,2,4,1,2,1,4,4,2,2,4,2,4,2,3,3,1,2,3,3,2,1,1,2,22,9,9,9,2,5,40
40400,2,1,4,3,3,4,2,3,2,5,3,2,5,5,2,4,1,1,2,3,1,1,2,2,2,3,3,1,3,16,13,10,6,6,5,39
40401,3,1,2,4,3,1,1,1,2,5,4,5,5,2,5,3,1,3,2,5,3,3,4,2,3,2,1,3,3,9,15,14,3,8,7,38
40402,2,1,2,2,1,2,2,1,2,5,4,5,5,2,4,3,2,3,2,5,3,4,4,2,3,2,1,3,3,12,13,14,5,6,7,39
40403,3,1,2,5,3,1,3,1,2,5,3,2,4,4,3,4,5,5,1,4,3,1,3,3,3,2,1,3,2,12,10,9,5,5,5,31
40405,2,4,2,2,3,3,3,1,1,5,3,5,5,1,4,4,3,2,2,3,1,1,1,1,2,2,2,1,2,13,10,12,5,5,6,35
40411,3,4,2,4,3,2,2,2,1,4,1,2,1,3,1,3,1,3,2,1,1,4,2,1,4,2,1,1,1,16,10,12,6,5,6,38
40413,2,4,4,5,1,3,3,1,3,5,1,5,5,1,4,4,3,2,2,2,3,1,1,1,3,1,1,1,3,14,9,11,6,2,6,34
40415,2,4,2,4,3,5,4,2,1,5,5,4,5,2,3,3,4,3,2,5,1,1,1,1,2,2,1,1,2,19,12,8,8,6,4,39
40421,3,4,2,4,3,2,2,1,2,4,3,4,4,3,2,4,2,2,2,3,3,1,3,1,2,3,1,1,1,21,2,10,9,1,5,33
40422,3,4,2,4,3,1,2,1,1,5,3,4,4,3,2,4,2,2,2,3,3,1,2,1,2,3,1,1,1,16,8,9,6,3,5,33
40423,3,4,5,2,3,2,2,4,3,5,3,5,5,1,4,4,4,1,2,1,3,2,1,1,2,2,2,3,2,11,10,5,4,5,3,26
40424,3,4,2,4,3,4,2,2,2,2,3,2,2,3,2,3,2,3,2,2,1,1,3,2,1,3,2,3,2,16,8,9,6,3,5,33
40426,3,4,2,4,3,1,3,3,1,5,4,5,5,3,4,5,2,1,1,1,3,3,2,3,3,5,1,1,2,17,8,10,7,3,5,35
40427,2,4,1,4,3,3,3,1,1,5,3,5,5,2,3,4,1,3,2,5,3,2,2,1,1,1,1,4,1,18,12,5,7,6,3,35
40428,2,4,3,4,3,5,3,3,2,5,3,4,4,4,2,3,3,3,2,3,3,2,3,2,3,2,2,1,2,13,8,17,5,3,9,38
40429,2,4,2,4,3,5,4,1,1,5,3,5,5,3,1,4,1,5,2,5,1,1,1,2,3,1,1,3,1,15,3,9,6,1,5,27
40431,2,4,2,2,1,1,3,4,3,5,4,4,5,3,2,4,2,3,2,3,1,2,2,4,2,2,1,1,1,17,13,11,7,6,6,41
40432,2,4,2,2,1,2,3,1,1,5,3,4,2,4,4,3,5,3,2,3,1,2,2,2,3,2,1,1,2,12,7,9,5,3,5,28
40433,2,4,3,2,1,2,2,1,3,2,4,5,1,3,4,3,3,3,3,5,3,2,3,2,1,2,1,3,2,6,14,18,2,7,9,38
40434,3,4,2,3,3,1,2,3,1,5,2,2,5,2,2,3,1,1,1,3,3,5,1,1,1,3,1,1,2,16,12,8,6,6,4,36
40438,3,1,2,2,1,1,2,4,3,5,2,3,4,2,2,3,3,3,2,3,3,1,1,3,3,2,3,3,3,13,12,13,5,6,7,38
40439,2,1,3,3,2,2,2,4,2,5,4,5,3,4,3,4,4,3,5,3,3,1,2,4,3,3,1,1,3,17,12,12,7,6,6,41
40440,2,1,4,2,1,1,2,4,1,4,3,2,4,3,2,3,2,4,2,3,1,1,3,3,2,2,1,3,1,12,16,9,5,8,5,37
40441,2,1,2,4,3,5,5,2,1,5,3,4,5,1,3,3,3,1,1,5,3,2,2,3,3,2,4,1,1,15,12,12,6,6,6,39
40442,3,1,1,4,3,2,1,1,2,4,3,3,2,5,3,5,3,1,1,3,3,3,4,3,1,2,1,2,3,13,8,8,5,3,4,29
40443,2,1,4,4,3,4,2,1,2,5,5,4,4,2,3,3,5,5,2,3,1,2,2,2,1,2,5,1,2,12,11,13,5,5,7,36
40444,3,1,3,4,3,5,2,3,1,5,3,4,3,3,2,3,5,4,1,3,3,1,2,4,3,1,1,2,2,19,9,12,8,2,6,40
40447,2,1,2,2,3,2,3,2,1,5,5,4,4,4,2,4,2,1,2,3,3,2,2,3,1,1,1,1,3,20,12,8,8,6,4,40
40448,3,1,2,5,3,2,1,3,2,4,4,4,4,3,2,4,3,1,5,3,3,2,2,3,3,2,1,1,3,10,14,12,4,7,6,36
40449,2,1,2,2,3,3,2,1,1,5,3,5,4,3,3,4,3,1,2,5,1,2,2,1,3,2,1,1,3,11,14,15,4,7,8,40
40455,3,1,2,4,3,5,2,3,1,5,3,5,5,3,3,3,1,4,1,5,1,2,2,1,2,2,1,1,1,14,12,16,6,6,8,42
40456,2,1,3,4,3,5,3,2,4,5,3,5,5,5,3,3,3,2,3,5,3,3,3,5,4,2,1,1,3,12,9,11,5,2,6,32
40458,3,1,1,4,3,5,2,1,1,5,4,4,5,3,3,4,1,3,3,5,3,2,2,1,2,2,1,1,1,16,12,11,6,6,6,39
40459,3,1,3,1,1,1,3,4,1,2,3,5,4,3,2,3,2,3,2,3,3,4,3,3,5,2,5,3,2,17,8,7,7,3,4,32
40460,3,1,2,4,3,5,4,2,1,5,4,5,5,4,3,4,1,1,2,5,1,5,4,2,2,2,2,2,2,9,14,21,3,7,10,44
40462,3,1,2,4,1,1,3,1,1,5,4,5,5,3,2,3,2,1,2,5,1,5,4,1,4,2,5,1,3,11,13,15,4,6,8,39
40464,2,1,1,5,3,5,2,3,1,2,3,5,2,2,3,2,3,2,2,2,1,1,1,2,2,2,4,2,1,15,12,8,6,6,4,35
40465,2,1,1,4,3,2,3,1,1,2,3,5,2,2,5,2,1,2,1,2,1,2,2,2,3,2,4,5,1,13,16,10,5,8,5,39
40467,2,1,2,4,3,5,2,1,1,5,3,5,5,2,4,2,3,5,5,5,3,1,2,1,3,4,2,3,2,11,9,9,4,2,5,29
40469,3,1,2,4,3,5,4,2,1,5,3,5,4,3,2,3,2,4,2,3,3,2,3,4,3,4,1,3,1,16,3,9,6,1,5,28
40470,2,1,2,4,3,5,3,1,1,5,5,5,4,4,3,4,2,1,2,1,1,2,3,2,2,2,1,1,3,12,11,9,5,5,5,32
40475,3,4,2,4,3,1,2,2,1,2,3,5,4,3,1,4,1,1,2,5,3,3,3,2,3,3,1,1,1,12,12,15,5,6,8,39
40479,3,4,2,2,1,1,2,4,3,5,4,4,4,3,4,4,2,4,5,3,1,2,3,4,3,2,2,3,2,9,10,12,3,5,6,31
40480,2,4,1,2,3,2,3,2,2,5,4,4,4,4,3,4,2,3,3,4,2,5,3,2,4,2,3,1,2,9,11,11,3,5,6,31
40481,3,4,2,3,3,2,3,1,1,5,3,3,5,3,2,5,5,3,2,5,3,2,1,1,1,2,5,5,2,19,12,11,8,6,6,42
40483,2,4,1,4,3,5,3,1,2,5,5,4,4,3,3,4,2,5,2,3,1,1,1,2,3,3,1,1,2,15,12,15,6,6,8,42
40484,2,4,4,4,3,5,2,1,1,3,3,1,5,3,4,5,5,5,2,3,1,2,3,4,3,2,5,1,2,13,12,16,5,6,8,41
40485,2,4,2,3,1,3,2,1,1,5,5,5,5,3,3,5,3,5,4,5,3,1,2,4,4,2,5,1,2,13,10,8,5,5,4,31
40490,3,4,2,4,3,3,3,2,3,5,4,3,4,2,3,5,1,1,5,5,3,5,4,1,1,2,1,5,4,8,10,14,3,5,7,32
40491,2,4,2,3,3,2,3,2,2,5,1,4,4,4,2,4,2,3,2,5,3,2,2,3,3,2,2,2,3,17,20,17,7,10,9,54
40492,2,4,4,3,3,4,3,2,3,5,3,5,5,4,3,4,2,3,4,4,4,4,5,1,3,2,3,3,4,8,17,19,3,9,10,44
40493,2,4,1,4,3,1,2,1,1,3,3,3,4,4,3,4,1,1,5,3,3,3,3,2,3,2,1,1,4,13,10,15,5,5,8,38
40495,2,4,2,3,1,2,3,2,1,3,3,5,5,3,3,4,2,3,2,1,1,5,3,2,2,3,1,1,2,10,11,13,4,5,7,34
40497,3,4,5,4,3,1,2,1,1,5,3,4,5,2,4,4,3,1,5,4,1,3,2,1,4,2,4,1,3,12,6,18,5,2,9,36
40498,3,4,1,4,3,1,2,2,2,3,2,2,3,1,3,4,2,3,2,3,1,3,3,3,3,3,2,1,2,10,9,14,4,2,7,33
40499,2,4,3,4,3,5,3,1,1,2,3,2,5,3,2,4,3,5,2,5,3,2,2,2,3,3,5,6,2,15,11,8,6,5,4,34
40500,2,4,1,4,3,5,3,2,1,2,4,5,5,2,3,4,1,3,2,5,3,2,2,2,2,2,3,1,2,11,13,11,4,6,6,35
40503,3,4,3,4,3,5,2,4,3,5,3,5,5,1,4,4,1,2,3,4,2,5,4,1,4,2,2,1,1,8,9,17,3,2,9,34
40507,2,4,3,4,3,5,2,1,2,4,5,5,5,3,3,4,2,2,2,3,1,2,2,4,3,2,3,1,2,13,5,12,5,1,6,30
40508,2,4,3,4,3,5,4,1,3,4,3,5,5,4,3,5,5,1,2,5,3,1,2,2,4,4,1,1,2,14,10,11,6,5,6,35
40509,2,4,2,4,3,4,3,2,1,5,1,2,5,4,2,3,1,3,3,5,1,3,2,1,1,3,1,1,2,16,9,10,6,2,5,35
40510,2,4,2,2,3,2,3,3,3,5,3,5,4,3,3,3,3,3,2,5,3,1,2,1,2,2,3,3,2,13,7,10,5,3,5,30
40514,3,4,2,4,4,2,3,1,1,5,3,5,5,2,4,3,3,3,3,5,1,2,3,2,4,2,5,3,3,1,14,13,1,7,7,28
40516,2,4,2,3,3,2,3,1,2,5,3,5,5,3,3,4,2,1,3,5,1,3,3,2,2,2,1,3,4,6,12,16,2,6,8,34
40519,2,1,2,2,3,2,2,2,1,5,3,5,4,3,2,3,1,2,2,5,3,2,2,1,1,1,1,3,1,19,13,11,8,6,6,43
40520,2,1,2,3,3,4,2,2,1,4,4,5,5,4,2,4,3,4,2,2,1,2,4,1,3,3,1,1,1,15,16,12,6,8,6,43
40525,2,1,2,3,4,3,2,1,4,5,3,5,4,2,4,4,5,1,2,5,3,3,3,2,2,2,5,1,1,16,10,14,6,5,7,40
40526,2,1,2,4,3,5,3,2,2,5,4,5,4,3,3,5,1,2,2,3,3,2,2,2,4,2,3,1,2,15,7,12,6,3,6,34
40527,3,1,4,5,3,2,2,3,1,2,1,2,4,2,1,3,1,1,2,3,3,2,4,3,4,2,1,2,1,15,5,10,6,1,5,30
40528,2,1,1,5,3,5,2,1,1,1,2,1,2,3,2,3,2,1,2,3,3,1,2,2,2,2,1,3,3,10,10,14,4,5,7,34
40531,2,1,2,3,3,2,3,4,3,5,3,5,4,3,1,4,2,2,2,3,3,1,2,4,3,3,4,1,2,16,6,9,6,2,5,31
40534,2,1,1,4,3,3,2,1,3,5,3,5,5,3,4,3,1,4,2,5,3,4,1,2,2,2,1,1,1,13,13,11,5,6,6,37
40535,2,1,2,4,3,5,3,1,1,5,4,5,5,3,4,3,1,3,2,4,3,3,3,2,2,2,1,3,3,18,6,9,7,2,5,33
40536,3,1,2,4,3,1,1,1,1,2,5,5,5,2,4,1,1,4,2,5,1,2,3,3,3,3,3,3,3,14,8,12,6,3,6,34
40537,2,1,1,2,3,2,3,1,1,5,4,5,5,3,2,3,1,4,2,5,3,3,2,2,2,2,1,1,2,15,12,15,6,6,8,42
40538,2,1,2,4,3,5,2,1,1,5,4,5,5,3,2,3,1,4,2,5,3,1,2,2,2,2,1,1,1,17,13,10,7,6,5,40
40539,3,1,2,2,1,1,2,4,1,2,2,4,4,3,1,4,5,5,1,1,3,2,3,2,2,3,5,1,1,16,9,11,6,2,6,36
40541,3,1,1,4,4,4,2,1,3,5,3,5,3,3,2,4,3,3,2,3,1,1,5,5,4,2,1,1,3,13,10,13,5,5,7,36
40542,2,1,3,2,3,4,2,3,1,2,2,4,4,3,2,3,1,4,2,2,3,2,3,1,2,1,1,1,1,13,9,11,5,2,6,33
40545,3,1,4,2,1,1,3,4,2,1,2,2,2,3,1,3,1,4,1,2,1,1,2,2,2,1,1,3,1,18,10,6,7,5,3,34
